Bucket 8 (8):
1,7,3,10,3,5,3,2,4,4,0 [Linha: 8563]
3,6,2,7,2,3,4,5,3,9,0 [Linha: 8564]
1,5,1,8,1,13,3,7,2,4,0 [Linha: 8570]
1,7,3,13,2,11,2,2,4,1,0 [Linha: 8573]
4,2,2,13,2,10,3,1,1,12,0 [Linha: 8575]
4,13,2,2,2,1,1,7,1,3,0 [Linha: 8580]
2,7,3,3,2,13,1,6,4,4,0 [Linha: 8581]
2,1,2,10,3,5,3,8,1,6,0 [Linha: 8584]
3,7,2,11,1,2,1,9,3,10,0 [Linha: 8585]
1,4,1,6,1,1,3,9,1,2,0 [Linha: 8587]
2,1,4,8,4,13,3,9,3,3,0 [Linha: 8588]
1,13,1,12,3,11,2,7,4,4,0 [Linha: 8591]
2,3,2,2,1,1,4,12,3,7,0 [Linha: 8593]
4,6,4,9,1,10,4,1,3,12,0 [Linha: 8594]
4,5,2,2,2,8,2,10,3,1,0 [Linha: 8598]
2,12,4,2,1,13,2,6,3,11,0 [Linha: 8599]
3,3,4,7,3,10,4,11,2,12,0 [Linha: 8600]
1,4,3,5,3,10,2,7,1,11,0 [Linha: 8601]
4,6,3,11,4,1,4,7,4,5,0 [Linha: 8602]
1,10,1,6,4,4,1,2,2,13,0 [Linha: 8603]
1,6,2,4,2,3,1,10,4,7,0 [Linha: 8606]
4,2,3,1,3,3,3,9,2,4,0 [Linha: 8611]
3,6,2,2,2,13,4,1,4,10,0 [Linha: 8612]
1,4,3,8,2,5,3,2,4,11,0 [Linha: 8613]
4,2,2,3,1,9,1,5,4,10,0 [Linha: 8614]
2,10,1,8,4,9,2,4,4,13,0 [Linha: 8616]
2,10,3,5,3,12,1,6,1,2,0 [Linha: 8618]
4,6,2,4,1,7,2,10,3,2,0 [Linha: 8620]
1,9,3,10,2,5,3,2,4,3,0 [Linha: 8621]
1,13,2,1,4,8,1,3,2,4,0 [Linha: 8624]
4,8,2,3,4,5,3,4,2,9,0 [Linha: 8628]
3,12,4,5,3,7,1,3,1,9,0 [Linha: 8629]
4,8,4,5,4,3,3,4,3,9,0 [Linha: 8630]
4,2,1,8,3,10,1,3,4,13,0 [Linha: 8632]
1,7,2,4,1,13,2,10,3,3,0 [Linha: 8633]
4,3,1,7,2,6,2,9,3,5,0 [Linha: 8634]
3,1,4,11,3,3,1,10,4,6,0 [Linha: 8636]
1,13,1,2,3,7,3,1,4,11,0 [Linha: 8638]
2,13,1,1,2,12,2,11,1,9,0 [Linha: 8639]
2,6,3,12,3,11,1,4,4,2,0 [Linha: 8643]
4,10,4,6,4,1,4,2,1,8,0 [Linha: 8644]
1,6,2,5,3,7,2,12,4,4,0 [Linha: 8646]
3,7,3,9,1,11,1,13,4,12,0 [Linha: 8647]
3,5,1,8,1,11,3,12,2,9,0 [Linha: 8651]
3,9,3,6,2,3,3,4,1,8,0 [Linha: 8653]
3,6,1,11,3,7,1,5,1,1,0 [Linha: 8658]
3,9,2,1,1,7,1,2,4,6,0 [Linha: 8666]
3,7,1,11,4,1,4,4,4,5,0 [Linha: 8668]
1,2,4,3,1,7,3,5,4,6,0 [Linha: 8669]
4,2,4,6,4,8,2,5,3,1,0 [Linha: 8671]
1,8,4,5,4,3,3,2,3,9,0 [Linha: 8673]
3,11,3,10,2,9,4,13,4,7,0 [Linha: 8675]
4,5,3,3,1,4,3,8,3,9,0 [Linha: 8683]
1,5,1,11,1,1,2,6,1,4,0 [Linha: 8685]
3,5,1,3,2,10,1,7,3,6,0 [Linha: 8687]
2,12,1,8,1,10,2,1,2,11,0 [Linha: 8689]
2,13,3,1,3,9,4,7,4,3,0 [Linha: 8691]
2,9,1,3,1,11,2,10,1,2,0 [Linha: 8694]
1,4,4,8,4,13,2,6,3,3,0 [Linha: 8696]
3,8,2,12,2,7,4,9,3,11,0 [Linha: 8698]
4,10,4,13,3,12,2,8,4,11,0 [Linha: 8700]
3,8,1,9,4,4,3,11,3,10,0 [Linha: 8701]
2,5,3,6,2,2,1,13,2,1,0 [Linha: 8703]
3,13,2,5,4,4,1,2,3,6,0 [Linha: 8705]
3,12,1,7,4,10,3,4,4,6,0 [Linha: 8706]
3,8,4,13,2,1,3,10,2,4,0 [Linha: 8707]
4,3,4,12,1,2,4,7,1,9,0 [Linha: 8708]
2,7,4,6,3,12,1,11,3,9,0 [Linha: 8709]
3,13,2,4,1,2,3,9,3,8,0 [Linha: 8712]
3,6,4,2,1,1,4,13,2,10,0 [Linha: 8715]
3,2,3,9,3,8,2,12,1,6,0 [Linha: 8717]
1,11,1,13,1,6,3,12,2,7,0 [Linha: 8719]
2,12,4,13,3,2,4,5,1,1,0 [Linha: 8725]
3,5,4,3,1,6,1,4,3,12,0 [Linha: 8727]
2,10,4,7,3,1,4,8,3,5,0 [Linha: 8729]
2,10,2,2,1,6,2,3,4,9,0 [Linha: 8735]
2,13,2,1,2,7,4,2,1,8,0 [Linha: 8737]
1,9,4,1,4,2,1,10,4,5,0 [Linha: 8738]
3,2,4,7,1,8,1,5,2,6,0 [Linha: 8739]
4,12,2,10,1,6,4,8,2,4,0 [Linha: 8741]
3,10,2,13,2,8,3,3,2,11,0 [Linha: 8743]
2,8,4,6,3,10,2,1,2,13,0 [Linha: 8744]
3,2,3,8,2,10,1,13,4,1,0 [Linha: 8745]
3,5,3,3,2,13,1,6,1,4,0 [Linha: 8746]
1,2,2,3,4,12,2,1,4,11,0 [Linha: 8753]
2,10,2,12,3,6,2,3,1,11,0 [Linha: 8754]
1,2,3,5,1,9,4,6,1,11,0 [Linha: 8755]
1,2,3,9,2,5,4,13,2,7,0 [Linha: 8757]
2,3,4,1,3,2,1,12,1,9,0 [Linha: 8759]
1,11,4,10,1,5,3,2,4,9,0 [Linha: 8761]
1,12,1,2,2,4,1,13,4,7,0 [Linha: 8765]
3,3,2,9,3,1,1,13,1,8,0 [Linha: 8766]
3,1,4,11,1,5,3,3,3,6,0 [Linha: 8767]
2,13,4,1,3,3,1,10,4,12,0 [Linha: 8769]
1,9,2,10,2,3,2,11,3,12,0 [Linha: 8776]
1,3,3,13,3,8,3,1,4,4,0 [Linha: 8777]
1,11,4,13,4,10,3,3,2,5,0 [Linha: 8783]
2,11,1,4,4,13,4,1,2,7,0 [Linha: 8784]
4,1,1,6,1,2,3,5,4,4,0 [Linha: 8785]
4,5,1,8,4,6,4,10,2,2,0 [Linha: 8786]
1,4,3,6,1,8,1,5,2,2,0 [Linha: 8787]
2,7,4,2,3,1,3,11,4,3,0 [Linha: 8788]
3,4,3,6,2,10,3,9,2,12,0 [Linha: 8792]
4,1,1,4,3,10,4,8,2,12,0 [Linha: 8794]
1,5,1,12,4,6,2,8,3,3,0 [Linha: 8795]
2,10,1,4,2,13,1,1,3,11,0 [Linha: 8796]
3,7,1,1,3,13,2,8,1,4,0 [Linha: 8797]
2,1,3,10,1,5,3,2,3,12,0 [Linha: 8802]
2,8,2,5,2,13,1,2,3,3,0 [Linha: 8803]
4,11,2,4,1,9,4,6,1,7,0 [Linha: 8805]
1,11,1,3,3,7,2,6,4,12,0 [Linha: 8812]
1,11,2,13,1,6,1,4,2,3,0 [Linha: 8815]
2,9,1,6,3,13,4,12,4,10,0 [Linha: 8816]
2,5,1,12,1,8,2,6,1,7,0 [Linha: 8817]
1,2,1,9,3,8,2,5,4,1,0 [Linha: 8818]
1,2,1,9,2,13,1,5,3,4,0 [Linha: 8819]
2,8,3,9,2,5,3,7,3,11,0 [Linha: 8820]
4,3,4,4,3,12,4,6,2,9,0 [Linha: 8822]
3,1,1,3,3,6,4,12,2,5,0 [Linha: 8824]
1,7,1,4,4,12,1,9,1,8,0 [Linha: 8825]
4,6,1,12,3,4,3,9,4,5,0 [Linha: 8827]
4,9,2,13,4,4,2,3,3,6,0 [Linha: 8828]
4,1,3,8,1,3,2,11,2,13,0 [Linha: 8830]
4,2,1,9,1,12,1,1,4,5,0 [Linha: 8832]
1,8,2,6,4,13,3,3,2,11,0 [Linha: 8834]
4,5,1,3,4,8,1,2,3,12,0 [Linha: 8838]
4,2,2,13,4,8,2,4,3,10,0 [Linha: 8839]
2,10,1,4,1,9,1,11,4,5,0 [Linha: 8840]
1,5,2,11,1,9,2,8,4,10,0 [Linha: 8841]
1,8,3,13,1,4,3,5,2,10,0 [Linha: 8842]
1,11,4,4,3,12,2,6,4,10,0 [Linha: 8845]
2,13,4,5,2,3,3,8,4,9,0 [Linha: 8846]
3,11,2,2,2,9,3,5,2,8,0 [Linha: 8847]
4,2,1,12,4,1,2,4,4,13,0 [Linha: 8849]
2,4,1,3,4,6,2,2,2,11,0 [Linha: 8850]
3,6,4,13,3,12,3,11,4,8,0 [Linha: 8852]
2,11,4,9,2,8,4,6,2,7,0 [Linha: 8854]
2,12,3,9,3,13,4,3,3,6,0 [Linha: 8855]
1,10,4,8,3,2,2,6,3,7,0 [Linha: 8856]
2,1,2,13,1,3,3,8,3,4,0 [Linha: 8858]
3,10,3,8,4,2,4,6,1,11,0 [Linha: 8861]
1,4,4,2,3,5,1,10,2,8,0 [Linha: 8862]
3,12,1,11,1,1,2,10,3,7,0 [Linha: 8866]
1,5,2,13,3,8,3,1,2,7,0 [Linha: 8867]
3,10,3,13,2,4,4,9,3,7,0 [Linha: 8868]
4,2,2,7,4,6,4,3,3,13,0 [Linha: 8869]
2,1,3,12,4,10,4,13,3,9,0 [Linha: 8870]
3,6,2,9,2,2,1,7,2,10,0 [Linha: 8872]
1,12,2,8,4,6,1,11,2,2,0 [Linha: 8875]
4,6,1,4,4,3,4,2,3,8,0 [Linha: 8879]
2,9,3,12,1,3,2,6,1,1,0 [Linha: 8880]
1,8,1,7,2,10,3,4,3,13,0 [Linha: 8881]
4,1,3,13,2,2,3,11,1,4,0 [Linha: 8882]
1,8,4,11,1,1,2,7,1,12,0 [Linha: 8887]
1,13,4,2,1,3,4,1,4,11,0 [Linha: 8888]
1,7,1,9,4,6,2,10,1,3,0 [Linha: 8889]
3,10,4,6,4,3,3,2,3,9,0 [Linha: 8890]
4,1,4,6,3,13,3,7,4,12,0 [Linha: 8892]
3,10,4,8,3,2,4,11,2,1,0 [Linha: 8893]
4,9,1,1,4,7,2,4,4,2,0 [Linha: 8894]
2,2,2,13,1,11,2,5,1,1,0 [Linha: 8895]
1,6,4,8,1,4,4,3,2,2,0 [Linha: 8896]
3,5,1,10,4,13,4,8,1,1,0 [Linha: 8898]
2,3,3,2,3,9,2,4,3,5,0 [Linha: 8901]
2,7,4,9,1,11,1,10,2,1,0 [Linha: 8904]
2,8,4,6,4,1,3,5,1,12,0 [Linha: 8906]
4,8,2,4,2,6,2,2,1,13,0 [Linha: 8908]
1,9,1,1,2,7,3,11,1,6,0 [Linha: 8910]
3,6,1,7,4,5,1,13,4,3,0 [Linha: 8911]
4,4,4,11,1,2,2,3,4,1,0 [Linha: 8912]
4,10,3,8,4,3,4,6,2,1,0 [Linha: 8913]
4,8,2,1,4,12,4,5,2,3,0 [Linha: 8920]
3,3,3,6,3,11,4,7,3,5,0 [Linha: 8921]
4,4,4,1,1,5,3,3,2,9,0 [Linha: 8925]
1,4,4,7,1,11,2,8,4,10,0 [Linha: 8926]
4,13,4,9,3,4,3,2,1,6,0 [Linha: 8927]
3,1,4,3,3,12,2,6,4,11,0 [Linha: 8929]
2,13,3,1,4,6,1,10,3,8,0 [Linha: 8931]
1,1,1,9,2,12,3,7,4,5,0 [Linha: 8932]
3,1,1,9,1,8,2,5,1,3,0 [Linha: 8933]
1,3,3,8,4,7,3,13,2,2,0 [Linha: 8934]
1,5,1,11,3,10,1,12,1,9,0 [Linha: 8938]
4,6,4,5,2,10,1,7,3,11,0 [Linha: 8939]
1,8,1,5,1,13,1,2,3,4,0 [Linha: 8940]
4,11,3,5,2,8,2,6,4,1,0 [Linha: 8941]
4,10,1,9,1,5,1,13,2,3,0 [Linha: 8942]
2,11,2,2,3,10,4,1,3,7,0 [Linha: 8943]
2,6,4,8,4,1,4,2,4,10,0 [Linha: 8946]
2,11,3,10,2,2,2,8,1,5,0 [Linha: 8947]
3,4,4,7,2,8,3,5,3,1,0 [Linha: 8948]
2,12,2,4,4,8,2,2,4,1,0 [Linha: 8951]
3,6,1,3,3,5,4,8,1,13,0 [Linha: 8954]
2,8,1,13,2,6,2,1,4,4,0 [Linha: 8956]
2,12,4,1,4,5,4,11,3,6,0 [Linha: 8957]
2,12,1,1,3,5,4,9,1,2,0 [Linha: 8958]
4,10,2,4,4,9,3,2,1,12,0 [Linha: 8959]
4,13,1,3,1,1,2,8,4,11,0 [Linha: 8963]
1,6,1,12,1,11,4,3,2,7,0 [Linha: 8969]
2,7,1,2,3,9,4,5,2,13,0 [Linha: 8971]
1,8,1,9,3,4,1,5,3,2,0 [Linha: 8976]
3,3,4,8,3,4,2,9,2,5,0 [Linha: 8979]
4,2,1,4,3,8,4,12,2,3,0 [Linha: 8983]
4,7,3,1,1,10,3,6,3,8,0 [Linha: 8984]
2,12,3,1,4,13,4,9,4,10,0 [Linha: 8985]
3,5,1,8,1,9,2,11,2,2,0 [Linha: 8988]
3,6,2,5,4,10,3,2,4,1,0 [Linha: 8990]
4,12,1,11,2,2,2,8,1,5,0 [Linha: 8991]
1,7,3,12,3,8,3,1,4,10,0 [Linha: 8992]
2,1,4,11,2,7,2,4,4,13,0 [Linha: 8993]
1,13,4,6,2,9,4,11,2,2,0 [Linha: 8996]
1,1,2,2,1,6,1,12,3,10,0 [Linha: 8997]
4,8,1,3,4,13,3,1,3,7,0 [Linha: 8998]
1,3,1,6,3,4,4,1,4,13,0 [Linha: 8999]
2,6,4,3,3,2,3,11,3,10,0 [Linha: 9001]
1,4,2,3,2,8,1,7,2,13,0 [Linha: 9003]
1,4,4,11,4,12,4,13,3,8,0 [Linha: 9005]
4,12,3,8,3,1,1,13,4,4,0 [Linha: 9006]
4,5,3,10,4,9,2,13,1,6,0 [Linha: 9007]
2,10,1,4,4,7,3,6,2,13,0 [Linha: 9008]
3,12,4,8,1,2,1,5,4,4,0 [Linha: 9012]
3,13,3,11,3,4,2,10,1,12,0 [Linha: 9013]
2,1,2,7,1,3,1,9,1,11,0 [Linha: 9014]
4,12,2,11,3,7,4,5,1,8,0 [Linha: 9015]
3,13,2,4,4,9,3,7,3,10,0 [Linha: 9017]
2,7,4,9,2,2,2,3,1,1,0 [Linha: 9018]
1,4,3,12,4,11,4,10,3,2,0 [Linha: 9019]
3,9,3,12,3,5,4,7,3,13,0 [Linha: 9020]
1,11,4,12,3,8,2,5,2,6,0 [Linha: 9021]
4,11,2,5,3,4,2,9,3,2,0 [Linha: 9023]
1,8,4,1,4,4,3,11,1,3,0 [Linha: 9024]
4,11,4,2,3,10,3,4,2,1,0 [Linha: 9025]
3,10,1,5,3,7,4,13,4,1,0 [Linha: 9027]
4,10,2,5,3,6,3,2,3,7,0 [Linha: 9028]
2,8,1,4,4,12,3,13,4,10,0 [Linha: 9029]
4,5,3,9,1,11,2,2,4,12,0 [Linha: 9031]
2,11,1,5,1,10,2,7,1,4,0 [Linha: 9032]
1,10,3,2,4,1,4,4,3,3,0 [Linha: 9034]
4,12,4,4,3,9,4,13,2,5,0 [Linha: 9036]
1,8,2,7,2,9,3,5,4,2,0 [Linha: 9038]
3,13,1,6,4,2,3,3,2,7,0 [Linha: 9039]
4,5,4,10,3,12,4,2,4,13,0 [Linha: 9041]
4,9,3,2,2,6,2,1,1,3,0 [Linha: 9042]
3,3,4,5,4,1,2,13,2,8,0 [Linha: 9043]
1,7,4,9,2,12,3,10,4,11,0 [Linha: 9044]
1,10,4,8,1,9,1,6,2,1,0 [Linha: 9045]
2,4,3,6,4,3,4,8,3,12,0 [Linha: 9046]
1,12,3,11,3,9,1,10,4,7,0 [Linha: 9048]
4,12,2,8,3,7,1,5,3,3,0 [Linha: 9051]
1,2,3,3,4,12,4,8,2,11,0 [Linha: 9052]
3,10,2,3,2,1,1,8,1,5,0 [Linha: 9055]
2,4,1,3,1,9,3,13,4,1,0 [Linha: 9056]
4,8,1,3,1,12,2,13,4,4,0 [Linha: 9057]
3,2,1,7,3,6,2,10,3,11,0 [Linha: 9058]
4,3,2,7,1,12,4,6,1,4,0 [Linha: 9063]
4,7,3,1,1,6,1,9,4,11,0 [Linha: 9065]
1,12,1,7,4,8,2,2,3,13,0 [Linha: 9067]
3,5,4,12,2,8,1,7,3,10,0 [Linha: 9070]
1,10,1,4,1,9,4,7,4,3,0 [Linha: 9071]
3,8,4,10,1,7,2,4,1,1,0 [Linha: 9072]
3,1,3,12,1,6,1,13,1,11,0 [Linha: 9073]
2,8,1,10,2,11,4,6,3,2,0 [Linha: 9074]
3,4,3,11,4,3,1,8,2,5,0 [Linha: 9076]
1,1,1,12,4,3,2,5,2,4,0 [Linha: 9078]
4,11,1,12,1,5,4,13,3,7,0 [Linha: 9079]
3,8,3,5,1,7,3,1,2,2,0 [Linha: 9080]
4,11,3,4,4,2,4,13,4,6,0 [Linha: 9081]
2,8,2,9,1,7,4,3,2,5,0 [Linha: 9095]
1,12,2,3,3,6,3,5,1,11,0 [Linha: 9096]
2,13,3,1,1,4,2,5,3,6,0 [Linha: 9097]
2,10,4,5,4,8,1,7,1,3,0 [Linha: 9099]
3,7,2,12,1,6,2,8,2,4,0 [Linha: 9103]
2,12,1,4,2,2,2,13,2,11,0 [Linha: 9105]
4,1,1,6,2,13,2,4,3,9,0 [Linha: 9106]
4,12,3,13,2,9,2,4,1,10,0 [Linha: 9107]
2,4,1,5,2,8,2,10,2,2,0 [Linha: 9109]
2,7,4,13,3,8,4,10,1,11,0 [Linha: 9112]
3,4,1,9,4,2,3,6,1,5,0 [Linha: 9113]
3,3,1,2,2,12,2,8,2,9,0 [Linha: 9117]
3,1,1,4,4,6,3,11,1,13,0 [Linha: 9119]
4,3,4,12,1,1,2,6,4,4,0 [Linha: 9120]
2,7,1,8,2,5,1,6,4,2,0 [Linha: 9123]
4,6,2,4,1,8,3,10,2,13,0 [Linha: 9124]
2,9,1,1,2,11,2,6,1,5,0 [Linha: 9127]
1,13,2,6,2,7,4,8,3,2,0 [Linha: 9128]
2,5,3,8,4,11,1,7,3,6,0 [Linha: 9129]
3,10,2,6,4,1,3,5,1,11,0 [Linha: 9130]
2,2,4,10,4,9,4,1,4,5,0 [Linha: 9131]
4,4,3,13,3,3,3,11,4,1,0 [Linha: 9133]
2,1,3,12,2,7,1,11,1,6,0 [Linha: 9135]
2,6,3,5,3,4,2,7,2,11,0 [Linha: 9137]
2,3,3,5,2,7,2,12,1,8,0 [Linha: 9140]
3,1,4,7,3,12,4,11,2,13,0 [Linha: 9142]
2,10,3,5,2,7,3,11,2,2,0 [Linha: 9144]
1,8,2,6,4,13,2,5,2,12,0 [Linha: 9145]
1,13,3,4,2,8,2,9,4,1,0 [Linha: 9148]
3,2,4,12,4,1,4,5,1,7,0 [Linha: 9151]
3,1,4,2,1,4,2,7,1,9,0 [Linha: 9153]
4,12,4,5,2,13,1,2,4,9,0 [Linha: 9154]
2,1,3,4,3,8,1,13,1,10,0 [Linha: 9156]
1,12,4,2,3,11,3,5,4,13,0 [Linha: 9162]
1,13,4,6,2,9,3,7,4,10,0 [Linha: 9163]
3,13,1,6,2,7,3,8,4,4,0 [Linha: 9170]
4,4,4,9,4,1,1,13,1,3,0 [Linha: 9172]
4,10,2,11,1,4,3,12,3,13,0 [Linha: 9173]
2,2,3,10,4,11,2,6,4,5,0 [Linha: 9176]
4,7,4,12,4,6,4,4,1,1,0 [Linha: 9178]
3,6,4,4,2,10,1,5,1,11,0 [Linha: 9179]
2,11,3,4,4,2,3,8,2,3,0 [Linha: 9181]
4,5,4,9,3,13,2,3,4,10,0 [Linha: 9184]
2,13,4,5,3,9,1,7,4,12,0 [Linha: 9187]
2,5,4,8,3,3,1,6,4,10,0 [Linha: 9193]
3,7,4,3,3,10,1,8,3,6,0 [Linha: 9194]
2,1,3,12,4,11,3,2,3,7,0 [Linha: 9195]
1,13,2,12,1,3,3,1,1,11,0 [Linha: 9201]
3,2,1,1,2,4,3,3,4,6,0 [Linha: 9203]
4,3,2,8,1,11,3,4,4,1,0 [Linha: 9204]
2,11,3,1,1,3,3,8,4,9,0 [Linha: 9206]
3,1,2,4,2,2,4,7,4,3,0 [Linha: 9208]
1,4,2,8,2,13,4,7,3,3,0 [Linha: 9211]
2,12,3,9,2,7,2,4,3,5,0 [Linha: 9216]
4,4,4,11,4,13,3,3,3,7,0 [Linha: 9217]
3,6,2,8,4,13,3,12,1,11,0 [Linha: 9220]
2,13,1,4,2,7,4,3,4,10,0 [Linha: 9221]
3,2,3,12,3,4,1,13,3,7,0 [Linha: 9222]
1,1,1,3,4,12,2,5,2,11,0 [Linha: 9224]
3,1,1,13,1,9,4,11,4,3,0 [Linha: 9227]
4,9,4,8,3,5,4,7,3,12,0 [Linha: 9228]
1,9,4,5,3,12,1,11,2,4,0 [Linha: 9229]
3,10,3,5,2,6,2,4,4,1,0 [Linha: 9230]
3,8,2,2,4,6,3,4,4,12,0 [Linha: 9232]
4,13,4,3,1,12,4,6,2,7,0 [Linha: 9237]
3,11,1,3,4,9,4,6,1,8,0 [Linha: 9243]
2,12,1,5,4,7,3,6,3,3,0 [Linha: 9244]
4,4,4,6,4,10,2,13,3,11,0 [Linha: 9245]
4,13,3,6,2,9,4,5,3,11,0 [Linha: 9250]
2,10,4,4,2,11,2,2,3,13,0 [Linha: 9251]
2,6,1,11,4,7,4,9,4,8,0 [Linha: 9252]
4,5,3,1,3,8,3,10,2,2,0 [Linha: 9253]
4,10,3,9,4,8,4,1,1,3,0 [Linha: 9255]
3,10,3,6,3,2,2,8,2,3,0 [Linha: 9256]
1,3,2,13,4,6,1,9,1,11,0 [Linha: 9257]
1,3,1,9,4,10,4,11,2,5,0 [Linha: 9259]
1,4,3,11,1,8,3,9,4,2,0 [Linha: 9260]
2,10,3,13,1,2,3,1,3,12,0 [Linha: 9261]
4,13,4,2,4,4,3,5,2,8,0 [Linha: 9263]
1,9,4,11,1,5,2,3,2,1,0 [Linha: 9264]
4,2,4,9,1,13,4,6,3,3,0 [Linha: 9265]
1,4,4,11,3,3,4,6,2,2,0 [Linha: 9267]
4,13,1,9,3,6,3,7,3,1,0 [Linha: 9268]
4,11,1,3,1,13,1,2,1,5,0 [Linha: 9270]
4,3,4,9,1,11,4,6,1,5,0 [Linha: 9271]
4,6,3,9,1,12,1,8,1,10,0 [Linha: 9272]
4,7,4,8,4,6,4,2,2,12,0 [Linha: 9274]
3,8,1,7,1,13,1,9,2,10,0 [Linha: 9275]
4,1,4,4,3,10,3,9,4,12,0 [Linha: 9280]
3,7,1,9,2,11,2,13,4,3,0 [Linha: 9281]
3,13,1,1,3,6,2,4,1,10,0 [Linha: 9285]
2,12,2,10,3,7,3,3,4,13,0 [Linha: 9295]
2,7,3,3,3,12,3,9,3,6,0 [Linha: 9298]
1,12,3,2,1,11,2,5,2,7,0 [Linha: 9301]
2,12,4,13,4,1,2,9,3,11,0 [Linha: 9304]
2,3,2,6,2,2,3,9,2,4,0 [Linha: 9305]
2,4,3,7,3,5,2,8,1,3,0 [Linha: 9308]
2,7,1,1,1,3,3,11,4,9,0 [Linha: 9309]
1,2,2,10,4,3,2,12,1,4,0 [Linha: 9313]
4,10,4,1,4,2,2,12,3,6,0 [Linha: 9314]
1,10,2,11,1,2,4,7,2,3,0 [Linha: 9315]
1,13,2,2,3,12,4,8,1,7,0 [Linha: 9318]
3,5,2,10,3,3,3,8,1,7,0 [Linha: 9319]
4,9,4,6,4,1,1,12,1,4,0 [Linha: 9320]
1,5,4,6,1,8,3,11,3,10,0 [Linha: 9321]
4,1,1,7,1,10,4,8,1,13,0 [Linha: 9322]
4,13,1,11,2,4,3,12,4,7,0 [Linha: 9323]
1,6,4,7,1,4,4,1,4,12,0 [Linha: 9324]
2,12,1,9,2,10,1,13,3,1,0 [Linha: 9325]
1,2,4,10,2,13,4,4,4,8,0 [Linha: 9326]
4,2,3,3,3,8,3,4,1,12,0 [Linha: 9329]
1,12,2,4,1,7,2,13,4,2,0 [Linha: 9330]
3,9,2,1,4,13,3,6,3,7,0 [Linha: 9334]
2,8,1,3,1,13,1,7,2,10,0 [Linha: 9337]
2,7,4,1,2,3,1,4,1,8,0 [Linha: 9340]
3,6,4,10,2,7,2,2,3,8,0 [Linha: 9342]
3,3,2,12,1,10,1,9,1,13,0 [Linha: 9345]
4,2,4,6,2,5,2,3,2,8,0 [Linha: 9347]
3,12,3,6,1,11,1,4,4,8,0 [Linha: 9348]
1,7,2,5,3,13,3,9,4,2,0 [Linha: 9350]
3,6,4,9,2,10,2,13,1,1,0 [Linha: 9351]
4,3,1,5,2,2,1,6,1,13,0 [Linha: 9352]
4,13,3,7,1,4,1,1,1,8,0 [Linha: 9355]
3,9,4,1,1,13,4,11,1,6,0 [Linha: 9357]
1,2,4,4,1,8,2,13,1,3,0 [Linha: 9358]
4,10,4,8,3,2,4,1,3,13,0 [Linha: 9359]
4,5,1,7,2,9,2,11,3,1,0 [Linha: 9361]
3,1,2,6,1,7,2,5,4,12,0 [Linha: 9362]
1,13,1,4,3,11,3,5,4,12,0 [Linha: 9363]
4,9,1,11,2,1,4,7,2,10,0 [Linha: 9367]
3,1,4,13,3,5,1,2,3,4,0 [Linha: 9369]
2,9,4,2,3,8,1,10,1,13,0 [Linha: 9371]
4,10,2,8,3,2,3,9,4,4,0 [Linha: 9373]
4,4,2,3,2,11,2,5,4,10,0 [Linha: 9374]
3,13,1,12,1,2,1,4,4,7,0 [Linha: 9376]
2,13,1,11,2,5,1,12,1,8,0 [Linha: 9377]
3,1,1,12,2,7,2,9,4,3,0 [Linha: 9378]
1,12,3,10,2,6,1,13,2,2,0 [Linha: 9379]
2,10,4,8,1,6,1,13,2,11,0 [Linha: 9381]
2,2,1,12,3,5,2,7,4,6,0 [Linha: 9382]
1,13,3,3,1,10,3,5,2,11,0 [Linha: 9386]
4,3,1,4,2,13,3,6,2,8,0 [Linha: 9387]
1,1,4,13,1,10,4,6,2,8,0 [Linha: 9388]
4,1,4,12,4,6,2,9,4,5,0 [Linha: 9389]
1,1,3,13,4,6,4,12,2,4,0 [Linha: 9391]
4,7,3,5,1,12,2,8,1,9,0 [Linha: 9392]
4,8,1,5,2,11,1,1,3,3,0 [Linha: 9394]
3,8,3,5,2,13,2,11,4,3,0 [Linha: 9395]
2,7,4,5,1,8,4,3,3,6,0 [Linha: 9398]
3,13,1,12,3,1,3,9,4,8,0 [Linha: 9400]
4,6,2,7,3,2,4,12,1,10,0 [Linha: 9401]
4,2,2,4,4,7,2,6,3,13,0 [Linha: 9403]
3,2,4,6,3,1,2,12,3,7,0 [Linha: 9404]
1,3,4,5,1,4,4,8,3,12,0 [Linha: 9407]
1,6,4,11,1,5,4,2,3,10,0 [Linha: 9408]
1,7,4,1,1,12,2,6,3,11,0 [Linha: 9409]
4,10,2,7,1,9,4,12,4,11,0 [Linha: 9410]
4,12,1,6,4,13,3,3,1,2,0 [Linha: 9411]
4,11,3,13,4,12,1,8,3,2,0 [Linha: 9416]
1,13,1,8,3,12,2,1,2,5,0 [Linha: 9418]
1,10,4,5,3,1,3,6,2,8,0 [Linha: 9422]
1,10,4,11,4,13,2,5,2,6,0 [Linha: 9423]
4,9,3,4,1,2,4,8,1,6,0 [Linha: 9425]
3,8,3,5,3,7,3,1,2,10,0 [Linha: 9426]
3,9,4,7,3,12,3,6,4,11,0 [Linha: 9427]
2,3,1,4,2,8,4,7,1,11,0 [Linha: 9432]
4,9,1,5,4,8,4,1,2,11,0 [Linha: 9436]
2,12,1,11,1,1,1,9,1,5,0 [Linha: 9437]
3,3,4,8,2,5,4,9,4,6,0 [Linha: 9438]
1,6,3,2,4,4,3,11,4,12,0 [Linha: 9439]
1,2,3,8,4,9,1,1,4,13,0 [Linha: 9440]
